"id","title","normalized_title","type","subtype","grade","is_event","is_personal","description","raw_response"
"39","🧰 Арсенал наемника [II]","арсенал наемника","контейнер",NULL,"II","0","0","В арсенале наемника [II] можно найти:

📐🎭 Чертеж наемника [II]
🌂 Корона
🌂 Компас
🌂 Кожаный пояс
🌂 Золотые серьги
🌂 Крылья
🌂 Рог изобилия
🌂 Инкрустированный пояс
🌂 Бриллиантовые серьги
🌂 Order of Cirta  — From 🎭Mercenaries shop
🌂 Award of Cirta  — From 🎭Mercenaries shop
💟 Талант - Блестящие латы
💟 Талант - Закалка
💟 Талант - Оракул
💟 Талант - Орлиный глаз
💟 Талант Золотая антилопа
🍞 Корка хлеба [II] 24ч
💚 Бонус регенерации 24ч
🌟 Личный премиум 24ч
💝 Комплимент
🔖 Свиток удачи
🍪 Печенька
🛑 Философский камень
🌡 Зелье [II] +2 сил. (1 ч)
🌡 Зелье [II] +2 вын. (1 ч)
🌡 Зелье [II] +2 инт. (1 ч)
🌡 Зелье [II] +2 лов. (1 ч)
🔖 Безопасный свиток заточки [II]
🔖 Свиток Кселеса
🔧Ремкомплект

Для использования: /use_legendabox","📋 Страница ресурса

🧰 Арсенал наемника [II]
В арсенале наемника [II] можно найти:

📐🎭 Чертеж наемника [II]
🌂 Корона
🌂 Компас
🌂 Кожаный пояс
🌂 Золотые серьги
🌂 Крылья
🌂 Рог изобилия
🌂 Инкрустированный пояс
🌂 Бриллиантовые серьги
🌂 Order of Cirta  — From 🎭Mercenaries shop
🌂 Award of Cirta  — From 🎭Mercenaries shop
💟 Талант - Блестящие латы
💟 Талант - Закалка
💟 Талант - Оракул
💟 Талант - Орлиный глаз
💟 Талант Золотая антилопа
🍞 Корка хлеба [II] 24ч
💚 Бонус регенерации 24ч
🌟 Личный премиум 24ч
💝 Комплимент
🔖 Свиток удачи
🍪 Печенька
🛑 Философский камень
🌡 Зелье [II] +2 сил. (1 ч)
🌡 Зелье [II] +2 вын. (1 ч)
🌡 Зелье [II] +2 инт. (1 ч)
🌡 Зелье [II] +2 лов. (1 ч)
🔖 Безопасный свиток заточки [II]
🔖 Свиток Кселеса
🔧Ремкомплект

Для использования: /use_legendabox"
"40","🎟 Личный cброс параметров","личный cброс параметров","прочее",NULL,NULL,"0","1","Дает возможность сбросить 🧬 параметры игрока
","📋 Страница ресурса

🎟 Личный cброс параметров
Дает возможность сбросить 🧬 параметры игрока
* Предмет нельзя передать

Дроп c монстров:
🥾 Старый башмак🔸26 🎣 Морской причал"
"90","🎁 Кейс с ЗБТ","кейс с збт","контейнер",NULL,NULL,"0","1","""Мы благодарим вас за то, что приняли участие в ЗБТ и дождались запуска вместе с нами.
Внутри вас ждёт приятный сюрприз, который поможет вам на старте игры!
Желаем вам удачи в приключениях!""
- Команда ""Epsilion War""
 Для использования: /use_zbtcase","📋 Страница ресурса

🎁 Кейс с ЗБТ
""Мы благодарим вас за то, что приняли участие в ЗБТ и дождались запуска вместе с нами.
Внутри вас ждёт приятный сюрприз, который поможет вам на старте игры!
Желаем вам удачи в приключениях!""
- Команда ""Epsilion War""
 * Предмет нельзя передать
Для использования: /use_zbtcase"
"91","🧪 Эликсир здоровья +25% [II]","эликсир здоровья +25%","зелье",NULL,"II","0","0","Восстанавливает ❤️ 25% здоровья
можно использовать до 20-ого уровня
Для использования: /use_low_hpII

","📋 Страница ресурса

🧪 Эликсир здоровья +25% [II]
Восстанавливает ❤️ 25% здоровья
можно использовать до 20-ого уровня
Для использования: /use_low_hpII

Дроп c монстров:
🦍 Тролль🔸10 🏔 Перевал"
"92","🧪 Эликсир здоровья +25% [III]","эликсир здоровья +25%","зелье",NULL,"III","0","0","Восстанавливает ❤️ 25% здоровья
можно использовать до 30-ого уровня
Для использования: /use_low_hpIII

","📋 Страница ресурса

🧪 Эликсир здоровья +25% [III]
Восстанавливает ❤️ 25% здоровья
можно использовать до 30-ого уровня
Для использования: /use_low_hpIII

Дроп c монстров:
👨🏿‍🦱 Воин дома 🔨Молота🔸28 🐻Медвежье ущелье[🔨]"
"93","🧪 Эликсир здоровья +25% [IV]","эликсир здоровья +25%","зелье",NULL,"IV","0","0","Восстанавливает ❤️ 25% здоровья
можно использовать до 40-ого уровня
Для использования: /use_low_hpIV","📋 Страница ресурса

🧪 Эликсир здоровья +25% [IV]
Восстанавливает ❤️ 25% здоровья
можно использовать до 40-ого уровня
Для использования: /use_low_hpIV"
"94","🧪 Эликсир здоровья +50% [II]","эликсир здоровья +50%","зелье",NULL,"II","0","0","Восстанавливает ❤️ 50% здоровья
можно использовать до 20-ого уровня
Для использования: /use_middle_hpII

","📋 Страница ресурса

🧪 Эликсир здоровья +50% [II]
Восстанавливает ❤️ 50% здоровья
можно использовать до 20-ого уровня
Для использования: /use_middle_hpII

Дроп c монстров:
👨🏻‍🎤🗡  Человек грабитель🔸18 🏞Купеческий тракт
🧘🏽‍♀️ Глава лагеря🔸18 🏕 Лагерь фанатиков"
"95","🧪 Эликсир здоровья +50% [III]","эликсир здоровья +50%","зелье",NULL,"III","0","0","Восстанавливает ❤️ 50% здоровья
можно использовать до 30-ого уровня
Для использования: /use_middle_hpIII

","📋 Страница ресурса

🧪 Эликсир здоровья +50% [III]
Восстанавливает ❤️ 50% здоровья
можно использовать до 30-ого уровня
Для использования: /use_middle_hpIII

Дроп c монстров:
🧙‍♂️ Друид🔸21 🐾🍃Охотничьи угодья
👨🏿‍🦱 Воин дома 🔨Молота🔸28 🐻Медвежье ущелье[🔨]"
"96","🧪 Эликсир здоровья +50% [IV]","эликсир здоровья +50%","зелье",NULL,"IV","0","0","Восстанавливает ❤️ 50% здоровья
можно использовать до 40-ого уровня
Для использования: /use_middle_hpIV","📋 Страница ресурса

🧪 Эликсир здоровья +50% [IV]
Восстанавливает ❤️ 50% здоровья
можно использовать до 40-ого уровня
Для использования: /use_middle_hpIV"
"100","💚 Бонус регенерации 3 дня","бонус регенерации 3 дня","прочее",NULL,NULL,"0","0","Увеличивает скорость регенерации здоровья на 50%.
Время действия: 3 дня
Для использования: /use_regen3","📋 Страница ресурса

💚 Бонус регенерации 3 дня
Увеличивает скорость регенерации здоровья на 50%.
Время действия: 3 дня
Для использования: /use_regen3"
